,행정동,충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,Unnamed: 21,0
231,천호제1동,강동구청 고덕1동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호동 42,지엔텔,1544-4279,37.54565820000001,127.1422439,2019-06-20,3240000,서울특별시 강동구,,
232,길동,강동구청 길동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 명일로 229-1,서울특별시 강동구 길동 103-1,지엔텔,1544-4279,37.5391766,127.1461768,2019-06-20,3240000,서울특별시 강동구,,
233,명일제1동,강동구청 명일1동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 양재대로 138길 37,서울특별시 강동구 명일동 327-5,지엔텔,1544-4279,37.54972460000001,127.1459682,2019-06-20,3240000,서울특별시 강동구,,
234,성내제2동,강동구청 성내2동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 풍성로 37가길 62,서울특별시 강동구 성내동 508,지엔텔,1544-4279,37.53239179999999,127.1295279,2019-06-20,3240000,서울특별시 강동구,,
235,성내제3동,강동구청 성내3동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 강동대로 53길 76,서울특별시 강동구 성내동 430-29,지엔텔,1544-4279,37.5260027,127.1328729,2019-06-20,3240000,서울특별시 강동구,,
236,성내제1동,강동보건소,본관후면지상주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1.0,,N,서울특별시 강동구 성내로 45,서울특별시 강동구 성내동 541-2,지엔텔,1544-4279,37.5293701,127.1255567,2019-06-20,3240000,서울특별시 강동구,,
237,상일동,강동구청상일동주민센터,지하1층주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1.0,,N,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,지엔텔,1544-4279,37.55058375,127.1683004,2019-06-20,3240000,서울특별시 강동구,,
238,강일동,삼성글로벌엔지니어링,지하4층 B12구역,서울특별시,없음,06:00,23:59,N,Y,DC차데모/DC콤보,,2.0,N,서울특별시 강동구 상일로6길 26,서울특별시 강동구 상일동 500,에버온,1661-7766,37.5488618,127.1753808,2019-06-20,3240000,서울특별시 강동구,,
239,신내2동,중랑구청,중랑구청 지하주차장,서울특별시,"매주 토,일",09:00,18:00,Y,N,,2.0,0.0,Y,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내동 662,중랑구청 총무과,02-2094-0323,37.606568,127.092624,2018-10-08,3060000,서울특별시 중랑구,,
240,삼양동,롯데마트(삼양점),주차장 3층(북쪽),서울특별시,매월2/4주일요일,10:00,23:59,N,Y,DC차데모+AC3상,,1.0,N,"서울특별시 강북구 삼양로 247, 롯데마트",서울특별시 강북구 미아동 1359 롯데마트,시그넷시스템,031-909-8123,37.625454,127.0177185,2019-05-21,3080000,서울특별시 강북구,,
241,삼양동,삼양동주민센터,강북구 삼양로 268,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로 268,서울특별시 강북구 미아동 791-350,㈜포스코ICT,1600-4047,37.6273084,127.0183501,2019-05-21,3080000,서울특별시 강북구,,
242,미아동,미아동주민센터,강북구 솔매로49길 14,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,㈜포스코ICT,1600-4047,37.62697670000001,127.026935,2019-05-21,3080000,서울특별시 강북구,,
243,송중동,송중동주민센터,강북구 오패산로 162,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,㈜포스코ICT,1600-4047,37.6160871,127.03377009999998,2019-05-21,3080000,서울특별시 강북구,,
244,송천동,송천동주민센터,강북구 솔샘로 284,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,㈜포스코ICT,1600-4047,37.6182561,127.0238374,2019-05-21,3080000,서울특별시 강북구,,
245,삼각산동,삼각산동주민센터,강북구 삼양로19길 34,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,㈜포스코ICT,1600-4047,37.6151481261,127.02074086299999,2019-05-21,3080000,서울특별시 강북구,,
246,번1동,번1동주민센터,강북구 덕릉로41길 74,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 덕릉로41길 74,서울특별시 강북구 번동 417-11,㈜포스코ICT,1600-4047,37.6378543,127.0288406,2019-05-21,3080000,서울특별시 강북구,,
247,번2동,번2동주민센터,강북구 한천로 897,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,㈜포스코ICT,1600-4047,37.6321857,127.0388254,2019-05-21,3080000,서울특별시 강북구,,
248,번3동,번3동주민센터,강북구 한천로105길 21,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,㈜포스코ICT,1600-4047,37.625792,127.04661000000002,2019-05-21,3080000,서울특별시 강북구,,
249,수유1동,수유1동주민센터,강북구 삼양로 299,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,㈜포스코ICT,1600-4047,37.6300042,127.017532,2019-05-21,3080000,서울특별시 강북구,,
250,수유2동,수유2동주민센터,강북구 한천로 1117,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,㈜포스코ICT,1600-4047,37.6446412,127.0198757,2019-05-21,3080000,서울특별시 강북구,,
251,수유3동,수유3동주민센터,강북구 노해로 36,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,㈜포스코ICT,1600-4047,37.6386976,127.0231273,2019-05-21,3080000,서울특별시 강북구,,
252,우이동,우이동주민센터,강북구 삼양로139길 49,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,㈜포스코ICT,1600-4047,37.6479299,127.0119518,2019-05-21,3080000,서울특별시 강북구,,
253,인수동,인수동주민센터,강북구 인수봉로 255,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,㈜포스코ICT,1600-4047,37.6414749,127.0105828,2019-05-21,3080000,서울특별시 강북구,,
254,인수동,가오리 공영주차장,강북구 삼양로107길 30,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 349-3,한국자동차환경협회,1661-9408,37.6415261,127.0149509,2019-05-21,3080000,서울특별시 강북구,,
255,송천동,냉천길 공영주차장,강북구 삼양로 230-12,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로 230-12,서울특별시 강북구 미아동 756-1,한국자동차환경협회,1661-9408,37.6239348,127.0195365,2019-05-21,3080000,서울특별시 강북구,,
256,미아동,미아동 공영주차장,강북구 도봉로61길 46,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 도봉로61길 46,서울특별시 강북구 미아동 222-100,한국자동차환경협회,1661-9408,37.62851989999999,127.0223312,2019-05-21,3080000,서울특별시 강북구,,
257,송천동,번동햇살 공영주차장,강북구 오현로21길 84,서울특별시,없음,10:00,19:00,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로 230-12,서울특별시 강북구 미아동 756-1,한국자동차환경협회,1661-9408,37.6239348,127.0195365,2019-05-21,3080000,서울특별시 강북구,,
258,인수동,수유마을시장 공영주차장,강북구 도봉로69길 29,서울특별시,없음,07:00,22:00,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 55-29,한국자동차환경협회,1661-9408,37.6415261,127.0149509,2019-05-21,3080000,서울특별시 강북구,,
259,신사동,남부초 공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 관악구 남부순환로163길 14,서울특별시 관악구 신림동 467,환경부 한국환경공단,032-590-3683,37.48504129999999,126.922112,2019-06-05,3200000,서울특별시 관악구,,
260,조원동,조원동 공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 관악구 조원중앙로2길 19,서울특별시 관악구 신림동 571-6,환경부 한국환경공단,032-590-3683,37.481022,126.905682,2019-06-05,3200000,서울특별시 관악구,,
261,대학동,서울대정문 옆 구거부지 급속충전소,서울대정문 옆 구거부지(서울대학교 버스정류장 옆),서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,2.0,N,서울특별시 관악구 신림동 799-3,서울특별시 관악구 신림동 799-3,환경부 한국환경공단,032-590-3683,37.466421,126.948761,2019-06-05,3200000,서울특별시 관악구,,
262,보라매동,보라매제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 관악구 봉천로21길 38,서울특별시 관악구 봉천동 산 110-4,환경부 한국환경공단,032-590-3683,37.488548,126.934524,2019-06-05,3200000,서울특별시 관악구,,
263,신림동,신림동제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 관악구 관천로 98,서울특별시 관악구 신림동 1456-3,환경부 한국환경공단,032-590-3683,37.487336,126.923392,2019-06-05,3200000,서울특별시 관악구,,
264,난곡동,난곡동제1공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 관악구 난곡로34길 71,서울특별시 관악구 신림동 626-82,환경부 한국환경공단,032-590-3683,37.4721711,126.923124,2019-06-05,3200000,서울특별시 관악구,,
265,삼성동,원신공영주차장,주차장 내,서울특별시,연중무휴,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 관악구 양지길 63,서울특별시 관악구 신림동 366,환경부 한국환경공단,032-590-3683,37.4701038817,126.92926575799999,2019-06-05,3200000,서울특별시 관악구,,
266,신사동,신구초교 공영노외주차장,압구정로18길 28,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 압구정로18길 28,서울특별시 강남구 신사동 550-11,에버온/한카,02-1661-8206,37.5233594,127.015272,2018-11-22,3220000,서울특별시 강남구,,
267,일원1동,탄천2호 공영노외주차장,열원동 4-49,서울특별시,주말,00:00,00:00,N,Y,AC3상+DC차데모+DC콤보,1.0,1.0,Y,서울특별시 강남구 열원동 4-49,서울특별시 강남구 일원동 4-49,한국자동차환경협회전기차급속충전문의,02-1661-9408,37.4939889,127.078626,2018-11-22,3220000,서울특별시 강남구,,
268,역삼1동,역삼1동문화센터 공영노외주차장,역삼로7길 22,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 역삼로7길 22,서울특별시 강남구 역삼동 829-1,에버온,02-1661-7766,37.4955234,127.015402,2018-11-22,3220000,서울특별시 강남구,,
269,역삼1동,도곡로21길 7 공영노외주차장,도곡로21길 7,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 도곡로21길 7,서울특별시 강남구 역삼동 795-25,에버온,02-1661-7766,37.4925499,127.030099,2018-11-22,3220000,서울특별시 강남구,,
270,삼성2동,치매지원센터 공영노외주차장,선릉로108길 27,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 선릉로108길 27,서울특별시 강남구 삼성동 113-27,에버온/한카,02-1661-7766,37.51027070000001,127.037535,2018-11-22,3220000,서울특별시 강남구,,
271,개포4동,포이초교 공영노외주차장,개포로22길 87,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 개포로22길 87,서울특별시 강남구 개포동 1273,에버온/한카,02-1661-7766,37.475672,127.043335,2018-11-22,3220000,서울특별시 강남구,,
272,대치4동,도곡초교 공영노외주차장,선릉로64길 38,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 선릉로64길 38,서울특별시 강남구 대치동 935-17,에버온/한카,02-1661-7766,37.4984662,127.046634,2018-11-22,3220000,서울특별시 강남구,,
273,대치2동,대치2문화센터 공영노외주차장,영동대로65길 30,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 영동대로65길 30,서울특별시 강남구 대치동 980-15,에버온,02-1661-7766,37.5029636,127.054131,2018-11-22,3220000,서울특별시 강남구,,
274,도곡1동,언주초교 공영노외주차장,남부순환로363길 19,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 남부순환로363길 19,서울특별시 강남구 도곡동 922,한카,02-1661-8206,37.4862832,127.028026,2018-11-22,3220000,서울특별시 강남구,,
275,논현1동,논현초교 공영노외주차장,강남대로120길 33,서울특별시,주말,00:00,00:00,Y,N,,1.0,,Y,서울특별시 강남구 강남대로120길 33,서울특별시 강남구 논현동 168,한카,02-1661-8206,37.508169,127.017277,2018-11-22,3220000,서울특별시 강남구,,
276,개포2동,개포동공원 공영노외주차장,개포로 509,서울특별시,주말,00:00,00:00,Y,y,,1.0,1.0,Y,서울특별시 강남구 개포로 509,서울특별시 강남구 개포동 182-1,에버온,02-1661-7766,37.4896688,127.059526,2018-11-22,3220000,서울특별시 강남구,,
277,세곡동,대왕초교 공영노외주차장,세곡동 122-11,서울특별시,주말,09:00,19:00,Y,N,,1.0,,Y,서울특별시 강남구 세곡동 122-11,서울특별시 강남구 세곡동 122-11,에버온,02-1661-7766,37.4646674,127.097687,2018-11-22,3220000,서울특별시 강남구,,
278,삼성2동,강남구청 부설주차장,삼성동16-1,서울특별시,없음,00:00,00:00,N,Y,,,1.0,Y,서울특별시 강남구 학동로 462,서울특별시 강남구 삼성동 16-1,한국전력,123,37.5175282,127.0452812,2018-11-22,3220000,서울특별시 강남구,,
279,율현동,헌릉로745길 공영노상주차장,율현동 101-13번지 단지내,서울특별시,없음,00:00,00:00,N,Y,,,1.0,Y,서울특별시 강남구 헌릉로745길,서울특별시 강남구 율현동 101-13번지 단지내,한국전력,123,37.4702733,127.1164395,2018-11-22,3220000,서울특별시 강남구,,
280,압구정동,압구정로29길 공영노상주차장,압구정동445번지 주변,서울특별시,없음,00:00,00:00,N,Y,,,1.0,Y,서울특별시 강남구 압구정로29길,서울특별시 강남구 압구정동445번지,한국환경공단,032-590-5196,37.5306702,127.0249715,2018-11-22,3220000,서울특별시 강남구,,
281,개포4동,논현로22길 공영노외주차장,개포동 1266,서울특별시,없음,00:00,00:00,N,Y,,,1.0,Y,서울특별시 강남구 개포동 1266,서울특별시 강남구 논현로22길,한국환경공단,032-590-5196,37.4732075,127.0474347,2018-11-22,3220000,서울특별시 강남구,,
282,일원2동,대청역 공영노외주차장,개포동13-2,서울특별시,없음,00:00,00:00,N,Y,,,1.0,Y,서울특별시 강남구 개포동 13-2,서울특별시 강남구 개포로 623-1,한국환경공단,032-590-5196,37.4949109,127.0770997,2018-11-22,3220000,서울특별시 강남구,,
283,문래동,홈플러스 영등포점,주차장 내,서울특별시,o,10:00,22:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,N,서울특별시 영등포구 당산로42,서울특별시 영등포구 문래동3가 55-3,환경관리공단,1661-9408,37.51823931,126.8958805,2019-05-02,3180000,서울특별시 영등포구,,
284,당산제1동,당산에스에이치빌 아파트 앞,아파트 앞 도로,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,N,서울특별시 영등포구 당산동3가 562,서울특별시 영등포구 당산동3가 2-5,한국전력,1661-9408,37.52419721,126.901497,2019-05-02,3180000,서울특별시 영등포구,,
285,신길제5동,신길제5동 주민센터,주민센터 주차장,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,N,서울특별시 영등포구 도림로 264,서울특별시 영등포구 신길동 422,한국전력,1661-9408,37.50163872,126.9052171,2019-05-02,3180000,서울특별시 영등포구,,
286,영등포동,영등포 제3공영 주차장,공영주차장 내,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 영중로3길 7,서울특별시 영등포구 영등포동4가 425-6,환경관리공단,1661-9408,37.51658931,126.9055469,2019-05-02,3180000,서울특별시 영등포구,,
287,신길제4동,신길4동1마을공원 공영주차장,공영주차장 내,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 신길로40길 5,서울특별시 영등포구 신길동 232-20,환경관리공단,1661-9408,37.50715236,126.9116551,2019-05-02,3180000,서울특별시 영등포구,,
288,당산제1동,영등포구청 환승공영주차장,영등포구청 환승공영주차장 내,서울특별시,x,06:00,21:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 양산로111,서울특별시 영등포구 당산동3가 370-4,시그넷시스템,1661-9408,37.52484948,126.8954091,2019-05-02,3180000,서울특별시 영등포구,,
289,신길제1동,대신시장 공중전화,시장 도로,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC4상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 도신로60길 7,서울특별시 영등포구 신길1동 116-15,환경관리공단,1661-9408,37.51147362,126.9174364,2019-05-02,3180000,서울특별시 영등포구,,
290,당산제1동,당산노외 공영주차장,주차장 내,서울특별시,x,00:00,00:00,Y,Y,DC차데모+AC5상+DC콤보,1.0,1.0,Y,서울특별시 영등포구 양산로 153,서울특별시 영등포구 당산동3가 2-1,환경관리공단,1661-9408,37.52365797,126.9001612,2019-05-02,3180000,서울특별시 영등포구,,
291,여의도동,남서울직할,주차장 내,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC5상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 여의동로 7길,서울특별시 영등포구 여의도동 21,한국전력,2670-2268,37.527784,126.929991,2019-05-02,3180000,서울특별시 영등포구,,
292,영등포동,영등포전력지사,주차장 내,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC5상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 경인로 878,서울특별시 영등포구 영등포동1가 139-8,한국전력,2670-2268,37.51701505,126.9102262,2019-05-02,3180000,서울특별시 영등포구,,
293,문래동,남서울직할(영등포)지사,주차장 내,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC5상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 문래북로 66,서울특별시 영등포구 문래동3가 80-1,한국전력,2670-2268,37.5203178,126.892763,2019-05-02,3180000,서울특별시 영등포구,,
294,영등포동,영남공영주차장,공영주차장태,서울특별시,x,00:00,00:00,N,Y,DC차데모+AC6상+DC콤보,0.0,1.0,Y,서울특별시 영등포구 영등포로34길 9,서울특별시 영등포구 영등포4가 123,환경관리공단,1522-1782,37.51946997,126.902586,2019-05-02,3180000,서울특별시 영등포구,,
295,여의도동,국회도서관,국회도서관 앞,서울특별시,x,00:00,00:00,N,Y,DC콤보,0.0,3.0,Y,서울특별시 영등포구 의사당대로1,서울특별시 영등포구 여의도동 1국회,환경관리공단,1661-9408,37.53185974,126.920604,2019-05-02,3180000,서울특별시 영등포구,,
296,여의도동,국회의원회관,국회의원회관 주차장,서울특별시,x,00:00,00:00,N,Y,DC콤보,0.0,3.0,Y,서울특별시 영등포구 의사당대로1,서울특별시 영등포구 여의도동 1국회,환경관리공단,1661-9408,37.53185974,126.920604,2019-05-02,3180000,서울특별시 영등포구,,
297,영등포동,롯데 빅마켓,주차장 내,서울특별시,o,10:00,22:00,N,Y,DC콤보,0.0,6.0,Y,서울특별시 영등포구 영중로 125,서울특별시 영등포구 영등포동8가 62-1,환경관리공단,031-994-6115,37.52781696,126.9046832,2019-05-02,3180000,서울특별시 영등포구,,
298,정릉제4동,북한산국립공원 정릉 주차장(정릉탐방지원센터),성북구 정릉동 829-5 외,서울특별시,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 성북구 정릉동 829-1,,환경부(한국자동차환경협회),,37.618478,126.996915,2019-05-31,3070000,서울특별시 성북구,,
299,수유3동,이마트 미아점,성북구 도봉로 17 주차동3층 3E구역,서울특별시,연중무휴,00:00,24:00,Y,N,AC완속,1.0,0.0,Y,서울특별시 성북구 도봉로 17,,포스코ICT,1600-4047,37.6108648,127.0296051,2019-05-31,3070000,서울특별시 성북구,,
300,정릉제3동,국민대,서울특별시 성북구 정릉동 861-17호관 주차장,서울특별시,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0.0,2.0,Y,서울특별시 성북구 정릉로 77,,한국전력,1899-2100,37.6108694,126.9972889,2019-05-31,3070000,서울특별시 성북구,,
301,월곡제2동,홈플러스 월곡점,성북구 화랑로 76 지하 3층  98구역,서울특별시,연중무휴,10:00,24:00,N,Y,AC3상+DC차데모,0.0,1.0,Y,서울특별시 성북구 화랑로 76,,환경부(한국자동차환경협회),1661-9408,37.6017142,127.0404475,2019-05-31,3070000,서울특별시 성북구,,
302,장위제2동,성북벤처빌딩 공영주차장,성북구 장위2동 65-154,서울특별시,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0.0,1.0,Y,서울특별시 성북구 화랑로 211,,환경부(한국자동차환경협회),1661-9408,37.60931779999999,127.0530203,2019-05-31,3070000,서울특별시 성북구,,
303,안암동,고려대학교,성북구 안암동5가1-2,서울특별시,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0.0,2.0,Y,서울특별시 성북구 안암로 145,,한국전력,02-901-4266,37.58870342,127.0316981,2019-05-31,3070000,서울특별시 성북구,,
304,안암동,고려대학교(자연과학),성북구 안암동5가1-2,서울특별시,연중무휴,00:00,24:00,Y,Y,AC3상+DC차데모+DC콤보,1.0,1.0,Y,서울특별시 성북구 안암로 145,,한국전력,02-901-4266,37.58870342,127.0316981,2019-05-31,3070000,서울특별시 성북구,,
305,월계3동,성북구 보건소,서울특별시 성북구 화랑로 63 지하1층 주차장,서울특별시,연중무휴,09:00,18:00,Y,N,AC완속,1.0,0.0,Y,서울특별시 성북구 화랑로 63,,포스코ICT,1600-4047,37.6026988,127.0395356,2019-05-31,3070000,서울특별시 성북구,,
306,길음제2동,이마트 하월곡점,서울특별시 성북구 종암로 167 본관B5층 30구역,서울특별시,연중무휴,00:00,24:00,Y,N,AC완속,2.0,0.0,Y,서울특별시 성북구 종암로 167,,포스코ICT,1600-4047,37.60509620000001,127.0309977,2019-05-31,3070000,서울특별시 성북구,,
307,정릉제4동,서경대학교 1주차장,서경로 124 (정릉동),서울특별시,연중무휴,00:00,23:55,Y,N,AC완속,2.0,0.0,Y,서울특별시 성북구 서경로 124,,에버온,1661-7766,37.6153765,127.0135494,2019-05-31,3070000,서울특별시 성북구,,
308,정릉제4동,서경대학교 2주차장,서경로 124 (정릉동),서울특별시,연중무휴,00:00,23:55,Y,N,AC완속,5.0,0.0,Y,서울특별시 성북구 서경로 124,,에버온,1661-7766,37.6153765,127.0135494,2019-05-31,3070000,서울특별시 성북구,,
309,종암동,성북소방서,종암로 27길 3 주차장,서울특별시,주말,09:00,18:00,Y,N,AC완속,1.0,0.0,Y,서울특별시 성북구 종암로 27길 3,,포스코ICT,1600-4047,37.6023364,127.03178490000002,2019-05-31,3070000,서울특별시 성북구,,
310,상계6·7동,노원에코센터 충전소,서울특별시 노원구 상계동 770-2,서울특별시,없음,00:00,23:59,Y,Y,"AC3상,DC차데모,DC콤보",1.0,1.0,N,서울특별시 노원구 덕릉로 450,서울특별시 노원구 상계동 770-2,한국자동차환경협회,1661-9408,37.643872,127.05853799999998,2018-10-01,3100000,서울특별시 노원구,,
